name,branch,percentile,category,city,year
"Institute of Chemical Technology, Matunga, Mumbai",Chemical Engineering,96.3424067,NT1,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Chemical Engineering,99.4662839,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Chemical Engineering,95.7272828,NT2 (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Chemical Engineering,83.2103258,ST,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,96.3339223,OBC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,97.765875,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,96.308175,TFWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,89.8231024,SC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,89.3412389,NT3,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,92.0737359,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,96.9557645,OBC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,98.3671329,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,42.7403863,ST Ladies (II),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",97.6223776,OBC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",98.776364,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",60.3213757,ST,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",97.5585191,TFWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",96.0898561,SC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",96.684051,NT2,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",90.3099038,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",98.5804196,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",83.880237,NT1 Ladies (II),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,99.8680258,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,91.2937063,DEF OBC (Rural),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,68.1117918,PWD OBC (Rural),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,89.0897323,ST,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,99.7137845,OBC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,98.966961,NT2,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,97.8318665,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,98.7615247,SC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,97.8626166,NT1,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,99.730746,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,95.5725809,OBC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,96.5118421,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,95.9560746,TFWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,88.9773781,SC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,82.9717485,NT3,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,91.6544074,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,87.0323929,SC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,94.958042,OBC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,82.837277,VJ (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,96.9438791,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,71.5562808,ST Ladies (II),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,98.650363,OBC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,98.9025491,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,88.5573886,DEF OBC (Rural),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,78.2396759,ST,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,97.0577076,TFWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,94.0544184,SC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,96.4091902,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,95.3983854,NT1,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,99.0185463,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,99.0060561,OBC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,99.8751791,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,92.0400779,ST,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,98.2477868,SC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,98.6862263,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,98.4050668,SC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,99.0579776,OBC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,99.5293708,OPEN,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,97.7549689,OBC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,98.0091509,OPEN (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,97.3888223,TFWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,93.4570631,EWS,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,92.9187706,SC,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,94.998245,VJ,Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,88.5563899,NT3 (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,97.2306072,OBC (Ladies),Mumbai,2025
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,98.2737044,OPEN,Mumbai,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Electrical Engineering,23.4132019,EWS,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Electrical Engineering,74.9785452,TFWS,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,93.1614734,DEF OPEN,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Food Technology And Management,73.6345056,EWS,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,49.2256217,EWS,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Civil and infrastructure Engineering,17.6786167,EWS,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Artificial Intelligence and Data Science,54.0903901,DEF OPEN,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Artificial Intelligence and Data Science,28.6767287,EWS,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Artificial Intelligence and Data Science,46.3957696,Orphan,Ratnagiri,2025
"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Artificial Intelligence and Data Science,89.51289,TFWS,Ratnagiri,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Computer Engineering,91.8528438,DEF OPEN,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Computer Engineering,85.5729148,DEF OBC,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Computer Engineering,90.6536517,EWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Computer Engineering,96.3986014,TFWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Information Technology,88.6328671,DEF OPEN,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Information Technology,85.0571556,DEF OBC,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Information Technology,86.6718198,EWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Information Technology,94.8202997,TFWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Electronics and Telecommunication Engg,85.6182564,DEF OPEN,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Electronics and Telecommunication Engg,83.7239356,DEF OBC,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Electronics and Telecommunication Engg,75.2405919,EWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Electronics and Telecommunication Engg,88.9773781,TFWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Mechanical Engineering,81.1967017,DEF OPEN,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Mechanical Engineering,33.6209084,EWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Mechanical Engineering,89.1256809,TFWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Artificial Intelligence and Data Science,88.3826292,DEF OPEN,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Artificial Intelligence and Data Science,88.2544975,EWS,Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Artificial Intelligence and Data Science,85.4112341,DEF OBC (Rural),Mumbai,2025
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Artificial Intelligence and Data Science,95.45053,TFWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,52.8806012,PWD OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,91.7513251,DEF OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,95.9261851,DEF OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,93.8935512,SC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,97.7678736,TFWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,95.4664524,SC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,96.3424067,NT2,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,81.7705077,PWD OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,96.3815673,OBC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,81.9705913,ST (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,97.0021073,OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,97.1954276,OPEN (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,75.2405919,PWD OBC (Rural),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,96.3675736,NT3,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,93.3751306,VJ,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,95.1080209,EWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,96.6812774,NT1,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,92.3341523,VJ (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,97.5051096,OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,94.6981971,NT2 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,85.1002266,ST,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,94.294414,NT1 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,90.5015276,DEF OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,94.0166833,DEF OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,91.9353149,SC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,97.1468531,TFWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,94.2892243,SC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,95.3359302,NT2,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,70.6189283,PWD OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,89.2945239,DEF NT2 (Rural),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,96.0671999,OBC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,78.8357161,ST (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,96.4057811,OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,96.5454743,OPEN (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,96.3339223,NT3,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,90.4894438,VJ,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,94.0956622,NT3 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,93.3751306,EWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,94.6981971,NT1,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,90.668828,VJ (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,96.9438791,OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,93.8574939,NT2 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,79.027972,ST,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,93.5366917,NT1 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,85.2260888,DEF OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,89.682715,DEF OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,91.3593874,SC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,94.816106,TFWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,92.0737359,SC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,94.2598398,NT2,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,55.9381337,PWD OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,93.9463602,OBC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,40.0432529,ST (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,93.8107171,OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,94.7364547,OPEN (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,93.884935,NT3,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,90.0175917,VJ,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,87.0316109,EWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,94.25259,NT1,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,73.4354379,VJ (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,95.6472486,OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,89.1476381,NT2 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,65.3084343,ST,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,89.8391608,NT1 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,83.4741816,OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,92.3341523,OPEN (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,25.7272727,ST,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,91.3084967,TFWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,69.8941051,ST (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,85.5729148,OBC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,80.8599071,SC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,57.4376852,NT2,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,83.7239356,NT3,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,83.880237,DEF OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,69.8941051,VJ,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,36.1811489,EWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,84.0359888,SC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,75.3562654,NT1,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,91.503982,OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,92.5540912,NT2 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,81.1324174,VJ (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,94.816106,NT3,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,65.6692751,ST,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,94.4922123,OBC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,95.3359302,NT1,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,94.3106153,NT2,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,92.3881037,SC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,89.1256809,VJ,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,90.0449693,SC (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,96.0454545,TFWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,91.6321516,NT3 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,64.713186,ST (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,91.0751777,NT1 (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,95.6179188,OPEN (Ladies),Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,94.8874728,OBC,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,88.7615737,EWS,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,62.1365556,PWD OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,95.7809758,OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,93.9463602,DEF OPEN,Mumbai,2025
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer Science,85.9646097,DEF OBC,Mumbai,2025
"Thakur Shyamnarayan Engineering College, Mumbai",Computer Engineering,94.25259,TFWS,Mumbai,2025
"Thakur Shyamnarayan Engineering College, Mumbai",Information Technology,93.9463602,TFWS,Mumbai,2025
"Thakur Shyamnarayan Engineering College, Mumbai",Mechanical Engineering,84.0903324,TFWS,Mumbai,2025
"Thakur Shyamnarayan Engineering College, Mumbai",Electronics and Computer Engineering,90.8847092,TFWS,Mumbai,2025
"Thakur Shyamnarayan Engineering College, Mumbai",Computer Science and Engineering(Artificial Intelligence and Machine Learning),92.9765542,TFWS,Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Aeronautical Engineering,79.6925092,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Aeronautical Engineering,19.7061157,EWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Engineering,89.1476381,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Engineering,71.5830116,DEF OPEN,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Engineering,1.5757364,EWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Engineering,66.3795642,DEF OBC,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Information Technology,85.9124978,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Information Technology,49.6043895,DEF OBC (Rural),Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Information Technology,74.9785452,DEF OPEN,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Information Technology,29.4125763,EWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Electrical Engineering,64.2631037,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Electronics and Telecommunication Engg,80.8599071,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Electronics and Telecommunication Engg,68.8687467,EWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Mechanical Engineering,66.2972028,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Mechanical Engineering,32.0884521,EWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Mechanical Engineering,20.6428039,TFWS (II),Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,85.6421968,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,39.902473,DEF OPEN,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,39.5742169,EWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Artificial Intelligence and Data Science,88.7615737,TFWS,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Artificial Intelligence and Data Science,63.6512871,DEF OPEN,Navi Mumbai,2025
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Artificial Intelligence and Data Science,15.9545455,EWS,Navi Mumbai,2025
